X,Y,Concentrations,Migration_front,Vx,Vy
5.0,385.0,0.0,0.0,-0.11617791324665817,0.10146713411191811
15.0,5.0,0.0,0.0,-0.0909820046862529,0.07960133929653113
15.0,15.0,0.0,0.0,-0.12035091312635532,0.07993424820791954
15.0,25.0,0.0,0.0,-0.1216182022614961,0.0803491192818544
15.0,35.0,0.0,0.0,-0.12292034870409829,0.08085414409029461
15.0,45.0,0.0,0.0,-0.12425197566200426,0.08145770526714195
15.0,55.0,0.0,0.0,-0.12560612614684688,0.08216819031947424
15.0,65.0,0.0,0.0,-0.1269740340977379,0.08299373915338536
15.0,75.0,0.0,0.0,-0.12834490366699006,0.08394191458452013
15.0,85.0,2.5111654019810203e-89,0.0,-0.12970571889967897,0.08501928820785118
15.0,95.0,1.057004184579876e-83,0.0,-0.13104111496787862,0.08623094040107254
15.0,105.0,2.253292778834067e-78,0.0,-0.13233335133440102,0.08757988386082995
15.0,115.0,1.550352153145352e-73,0.0,-0.13356243469800086,0.08906643535273191
15.0,125.0,4.4089887113489796e-69,0.0,-0.13470644220906705,0.09068757965099329
15.0,135.0,1.2555386695471255e-65,0.0,-0.13574208932245801,0.09243639060733011
15.0,145.0,1.1828758292739316e-53,0.0,-0.13664556792607693,0.09430159249053603
15.0,155.0,1.7094422014171382e-47,0.0,-0.13739364689202077,0.09626735393505598
15.0,165.0,9.440249854079288e-42,0.0,-0.13796498053823522,0.09831340030194945
15.0,175.0,4.0590751649940375e-37,0.0,-0.13834151770148778,0.10041550320498722
15.0,185.0,1.1964912949614917e-34,0.0,-0.13850985773368357,0.10254635844239333
15.0,195.0,1.5527960269463923e-32,0.0,-0.13846237507824516,0.10467680250318469
15.0,205.0,5.374846073864095e-32,0.0,-0.13819794396916124,0.10677725651645817
15.0,215.0,4.8329852577954447e-32,0.0,-0.13772214338499805,0.10881924117030022
15.0,225.0,1.9649482490886705e-32,0.0,-0.13704690149362178,0.11077679005167693
15.0,235.0,3.6200395582233794e-34,0.0,-0.13618962928733486,0.11262760713466947
15.0,245.0,4.398894638699556e-37,0.0,-0.13517197142121984,0.11435386146379832
15.0,255.0,9.827070775523685e-40,0.0,-0.1340183493693476,0.11594257494021586
15.0,265.0,2.2525402887445166e-42,0.0,-0.13275447988693545,0.11738562119213143
15.0,275.0,4.6212887579322966e-45,0.0,-0.13140602480272884,0.11867940139557273
15.0,285.0,8.565246858292394e-48,0.0,-0.1299974794249994,0.11982428971041549
15.0,295.0,1.45918287136438e-50,0.0,-0.12855135190341832,0.12082394673204819
15.0,305.0,2.311311588178324e-53,0.0,-0.12708763747342983,0.12168458894772174
15.0,315.0,3.4263329964927623e-56,0.0,-0.12562355679178416,0.12241428252172293
15.0,325.0,4.770476512112941e-59,0.0,-0.12417350820403071,0.12302230723199938
15.0,335.0,6.251420530090937e-62,0.0,-0.12274917758926365,0.12351861563153338
15.0,345.0,7.72387423585931e-65,0.0,-0.12135975247590357,0.12391339597845466
15.0,355.0,9.01448140436648e-68,0.0,-0.12001219537205214,0.124216735892286
15.0,365.0,9.959257404991287e-71,0.0,-0.11871154146086528,0.12443837665065585
15.0,375.0,1.0441426337539918e-73,0.0,-0.117461195817057,0.12458754460349622
15.0,385.0,0.0,0.0,-0.11626321393360536,0.12467284529044353
25.0,5.0,0.0,0.0,-0.0909820046862529,0.07837245361480773
25.0,15.0,0.0,0.0,-0.12064475452797685,0.07866629501642936
25.0,25.0,0.0,0.0,-0.12199799017178507,0.0790460829267182
25.0,35.0,0.0,0.0,-0.12339562984035177,0.07952136406297167
25.0,45.0,0.0,0.0,-0.1248327116110285,0.08010210001199597
25.0,55.0,0.0,0.0,-0.12630251463628245,0.08079848850143156
25.0,65.0,0.0,0.0,-0.1277962496331313,0.08162070403682499
25.0,75.0,0.0,0.0,-0.12930273916451457,0.0825785395343495
25.0,85.0,3.54205906245598e-86,0.0,-0.1308081115922705,0.08368093222694095
25.0,95.0,1.4540575036826024e-80,0.0,-0.13229554581257338,0.08493536307163589
25.0,105.0,2.9961828685728413e-75,0.0,-0.1337451193197481,0.08634713105698273
25.0,115.0,2.0042609452643204e-70,0.0,-0.13513382741826013,0.08791852377724214
25.0,125.0,5.336666400445146e-66,0.0,-0.1364358521163481,0.08964793368452302
25.0,135.0,1.3723591010027186e-62,0.0,-0.13762315890323978,0.09152900326530486
25.0,145.0,8.801400950017844e-51,0.0,-0.13866648064764417,0.09354991598687212
25.0,155.0,1.3218496250574083e-44,0.0,-0.13953670408152874,0.09569297317638006
25.0,165.0,7.799517114794192e-39,0.0,-0.1402066049466105,0.09793459758475542
25.0,175.0,3.196185800319101e-34,0.0,-0.14065279160747873,0.10024587149074639
25.0,185.0,8.892082991318361e-32,0.0,-0.14085763380618527,0.10259364756324807
25.0,195.0,1.0716882029168914e-29,0.0,-0.14081090109239117,0.10494217357739404
25.0,205.0,3.9975172894009887e-29,0.0,-0.1405108402525475,0.1072550698607803
25.0,215.0,3.624314035731991e-29,0.0,-0.13996449402476333,0.10949742050054556
25.0,225.0,1.497296590256322e-29,0.0,-0.13918719210345012,0.111637711110374
25.0,235.0,3.167280705734268e-31,0.0,-0.13820129537200881,0.11364937719504796
25.0,245.0,3.911411599344611e-34,0.0,-0.13703440191080565,0.11551180768463379
25.0,255.0,8.882092491247627e-37,0.0,-0.13571729420879386,0.11721075252408017
25.0,265.0,2.1071396192072717e-39,0.0,-0.1342819089916375,0.118738181628782
25.0,275.0,4.4594231281248506e-42,0.0,-0.1327595557420161,0.12009171256806939
25.0,285.0,8.468394917260484e-45,0.0,-0.13117952363517585,0.12127375677824558
25.0,295.0,1.4697487430509879e-47,0.0,-0.12956812743438115,0.12229053230920867
25.0,305.0,2.3622159434503647e-50,0.0,-0.1279481711974866,0.1231510660332654
25.0,315.0,3.5441745747466613e-53,0.0,-0.12633876334173674,0.12386627258321796
25.0,325.0,4.986798590080816e-56,0.0,-0.12475539695731722,0.12444816133650449
25.0,335.0,6.59810086585057e-59,0.0,-0.12321020902454019,0.12490919277178103
25.0,345.0,8.225521620573576e-62,0.0,-0.1217123436489798,0.12526178394485726
25.0,355.0,9.680068681661405e-65,0.0,-0.12026836090584374,0.12551794947864883
25.0,365.0,1.0776543851146413e-67,0.0,-0.11888264977073171,0.12568905778851522
25.0,375.0,1.137702395950904e-70,0.0,-0.11755781834942844,0.12578568032088677
25.0,385.0,0.0,0.0,-0.11629504619538096,0.1258175125826622
35.0,5.0,0.0,0.0,-0.0909820046862529,0.07706673837148496
35.0,15.0,0.0,0.0,-0.12089050119175014,0.07731248503525827
35.0,25.0,0.0,0.0,-0.12233312937083662,0.07764762423430986
35.0,35.0,0.0,0.0,-0.1238311764197007,0.07808317081365876
35.0,45.0,0.0,0.0,-0.1253803819001109,0.0786308411027411
35.0,55.0,0.0,0.0,-0.12697457281499,0.07930289928144868
35.0,65.0,0.0,0.0,-0.12860526026851696,0.08011190991683437
35.0,75.0,0.0,0.0,-0.13026119739767572,0.08107036814999563
35.0,85.0,4.79841186922676e-83,0.0,-0.1319279208972685,0.08219017745499371
35.0,95.0,1.9495176453580128e-77,0.0,-0.13358731674241156,0.08348194838483174
35.0,105.0,3.857459999274458e-72,0.0,-0.13521727463567015,0.08495410370075382
35.0,115.0,2.4872953764639873e-67,0.0,-0.13679152315023207,0.08661179943272575
35.0,125.0,6.0933113970532e-63,0.0,-0.13827976296324826,0.08845571027962601
35.0,135.0,1.4187432468033076e-59,0.0,-0.13964822903801055,0.09048078041439672
35.0,145.0,6.097751891472594e-48,0.0,-0.1408608002836046,0.09267510005035712
35.0,155.0,9.717108487043374e-42,0.0,-0.1418807227374584,0.09501911870628683
35.0,165.0,6.194304943264332e-36,0.0,-0.1426729118646089,0.09748542562428517
35.0,175.0,2.3545370193240283e-31,0.0,-0.1432066592340408,0.10003929325084732
35.0,185.0,6.163120817174077e-29,0.0,-0.1434584194129259,0.10264007885758793
35.0,195.0,6.859207658180749e-27,0.0,-0.14341424500479313,0.10524342276998973
35.0,205.0,2.796415581446306e-26,0.0,-0.14307142449483784,0.1078040070122801
35.0,215.0,2.561482820792403e-26,0.0,-0.14243898753678702,0.11027850052430385
35.0,225.0,1.0742309039393696e-26,0.0,-0.14153695757538737,0.11262826599624103
35.0,235.0,2.567969144471091e-28,0.0,-0.1403944879911694,0.11482145861540165
35.0,245.0,3.3046442522987436e-31,0.0,-0.1390472316492011,0.11683428835379707
35.0,255.0,7.731579080826912e-34,0.0,-0.137534400771598,0.11865139491660111
35.0,265.0,1.8962681178238406e-36,0.0,-0.13589595685405612,0.12026544277901993
35.0,275.0,4.123134684180446e-39,0.0,-0.1341702579741719,0.12167614501117568
35.0,285.0,7.987924468330157e-42,0.0,-0.13239233697089875,0.1228889583468987
35.0,295.0,1.4071558082192104e-44,0.0,-0.13059283969985946,0.12391367061237672
35.0,305.0,2.28856262931358e-47,0.0,-0.128797549079608,0.12476304849449821
35.0,315.0,3.469536040776919e-50,0.0,-0.12702736626534897,0.1254516514181105
35.0,325.0,4.930413782265355e-53,0.0,-0.12529860726563166,0.12599486172642493
35.0,335.0,6.58803358779204e-56,0.0,-0.1236234871912852,0.12640813989317
35.0,345.0,8.293703967392466e-59,0.0,-0.12201069102765232,0.12670648727184244
35.0,355.0,9.853571515717205e-62,0.0,-0.1204659591141504,0.12690408548014911
35.0,365.0,1.106854701247923e-64,0.0,-0.1189926415450629,0.1270140772544803
35.0,375.0,1.1781695867447964e-67,0.0,-0.11759219607726949,0.12704845498232137
35.0,385.0,0.0,0.0,-0.11626461861372081,0.12701802740066123
45.0,5.0,0.0,0.0,-0.0909820046862529,0.0756819973289565
45.0,15.0,0.0,0.0,-0.12107791870278813,0.07586941483999436
45.0,25.0,0.0,0.0,-0.12261259150740943,0.07614887697656735
45.0,35.0,0.0,0.0,-0.12421524719112167,0.07653294774798822
45.0,45.0,0.0,0.0,-0.12588268190894372,0.0770352477568211
45.0,55.0,0.0,0.0,-0.12760967534008577,0.07767035028191688
45.0,65.0,0.0,0.0,-0.12938848460280905,0.07845357461620886
45.0,75.0,0.0,0.0,-0.13120825848365245,0.07940063570218557
45.0,85.0,6.25963369339288e-80,0.0,-0.13305438692740237,0.08052710173231944
45.0,95.0,2.5535196168314105e-74,0.0,-0.13490782390262068,0.0818476088925286
45.0,105.0,4.809398403357502e-69,0.0,-0.13674445605267202,0.08337479030953049
45.0,115.0,2.957340733693252e-64,0.0,-0.13853463450596848,0.08511790166526696
45.0,125.0,6.541112017168424e-60,0.0,-0.14024303732611673,0.0870811760281353
45.0,135.0,1.3823888411842327e-56,0.0,-0.14182907171151038,0.08926201870163515
45.0,145.0,3.922360787128977e-45,0.0,-0.1432480349246513,0.09164925334268184
45.0,155.0,6.829214035447098e-39,0.0,-0.1444532012517429,0.0942217318569664
45.0,165.0,4.7516482938401264e-33,0.0,-0.14539886404973523,0.09694768404209274
45.0,175.0,1.6170779393260527e-28,0.0,-0.14604413643022385,0.09978516123827573
45.0,185.0,3.9739108314217227e-26,0.0,-0.14635704484716225,0.10268378667251209
45.0,195.0,4.062875961545828e-24,0.0,-0.1463182280345971,0.1055877697023162
45.0,205.0,1.8336659045544924e-23,0.0,-0.14592348962262425,0.10843983483010258
45.0,215.0,1.700961479310816e-23,0.0,-0.14518461754965792,0.11118546484297344
45.0,225.0,7.247616049513104e-24,0.0,-0.14412825440228944,0.11377676166987552
45.0,235.0,1.9577633265457117e-25,0.0,-0.14279305636856643,0.11617533004727255
45.0,245.0,2.680846125382753e-28,0.0,-0.14122574728239254,0.11835384568046403
45.0,255.0,6.508917838927011e-31,0.0,-0.1394768348686085,0.12029627977747444
45.0,265.0,1.643281318048663e-33,0.0,-0.13759668661735625,0.12199700954077453
45.0,275.0,3.6504109456003396e-36,0.0,-0.13563243463330302,0.1234591861999057
45.0,285.0,7.177746752525098e-39,0.0,-0.13362590333720442,0.12469275256621135
45.0,295.0,1.2777278179001646e-41,0.0,-0.13161252300760876,0.12571243587396067
45.0,305.0,2.0954740122152238e-44,0.0,-0.12962104989470336,0.12653593668905608
45.0,315.0,3.202253406097378e-47,0.0,-0.12767385963861663,0.12718243006232374
45.0,325.0,4.5900575406526475e-50,0.0,-0.12578759001689147,0.1276714128135835
45.0,335.0,6.192515401021896e-53,0.0,-0.12397395163735563,0.12802187725965392
45.0,345.0,7.877416227614939e-56,0.0,-0.12224057742217911,0.12825176365418078
45.0,355.0,9.460317070189617e-59,0.0,-0.12059182950698853,0.1283776340470189
45.0,365.0,1.0740057720290007e-61,0.0,-0.11902951951679923,0.1284145120187553
45.0,375.0,1.1546647275388174e-64,0.0,-0.11755352423347139,0.12837584017495707
45.0,385.0,0.0,0.0,-0.1161622951007946,0.12827351666203093
55.0,5.0,0.0,0.0,-0.0909820046862529,0.07421686595256713
55.0,15.0,0.0,0.0,-0.1211955356912949,0.07433448294107387
55.0,25.0,0.0,0.0,-0.12282380766688414,0.07454569910054858
55.0,35.0,0.0,0.0,-0.12453420512388294,0.07486465703330988
55.0,45.0,0.0,0.0,-0.1263250050578721,0.07530698018223828
55.0,55.0,0.0,0.0,-0.12819244588942236,0.07588975073157479
55.0,65.0,0.0,0.0,-0.13013011875495678,0.07663138488372256
55.0,75.0,0.0,0.0,-0.1321282246331204,0.07755135103319055
55.0,85.0,7.890929322142276e-77,0.0,-0.13417269560055903,0.07866965970634712
55.0,95.0,3.272154850179424e-71,0.0,-0.13624420434645737,0.0800060401501838
55.0,105.0,5.805289950921822e-66,0.0,-0.1383171307414989,0.08157871483901077
55.0,115.0,3.362596243477105e-61,0.0,-0.1403586217124606,0.08340270204550285
55.0,125.0,6.586987768404639e-57,0.0,-0.14232796873065248,0.08548763345003865
55.0,135.0,1.2659326957400844e-53,0.0,-0.14417662070643145,0.0878351824449597
55.0,145.0,2.339852300902328e-42,0.0,-0.14584921379712887,0.09043636131743725
55.0,155.0,4.617507294526629e-36,0.0,-0.14728597723569062,0.09326913730138496
55.0,165.0,3.529204199037627e-30,0.0,-0.14842670277497175,0.09629697602662148
55.0,175.0,1.0319189035926054e-25,0.0,-0.14921611231537674,0.09946895191177438
55.0,185.0,2.3819562531351994e-23,0.0,-0.14960997310646737,0.10272188017107953
55.0,195.0,2.2352520027902502e-21,0.0,-0.14958085328157406,0.1059845054180565
55.0,205.0,1.1215724635597674e-20,0.0,-0.14912221368166798,0.10918322947710027
55.0,215.0,1.0558583829226784e-20,0.0,-0.14824977241108223,0.11224838433852455
55.0,225.0,4.5893623625295446e-21,0.0,-0.1469997396812758,0.11511986961751088
55.0,235.0,1.4401167624707964e-22,0.0,-0.145424355209729,0.11775116845867344
55.0,245.0,2.1379103195489435e-25,0.0,-0.14358581838578205,0.12011123956206293
55.0,255.0,5.346297321287691e-28,0.0,-0.14154993597445978,0.12218434066791424
55.0,265.0,1.3740233582050663e-30,0.0,-0.13938060741410324,0.12396826146466126
55.0,275.0,3.093864322865656e-33,0.0,-0.1371358022687499,0.12547162910010806
55.0,285.0,6.138388020077778e-36,0.0,-0.1348651905500674,0.1267109163129712
55.0,295.0,1.0988999952862518e-38,0.0,-0.1326092261939475,0.12770761949930992
55.0,305.0,1.8098819876919386e-41,0.0,-0.13039930714927608,0.12848587675388254
55.0,315.0,2.779000810970943e-44,0.0,-0.1282586103470325,0.12907062746229844
55.0,325.0,4.0094092620276804e-47,0.0,-0.12620326328009723,0.12948630072550424
55.0,335.0,5.456426692039525e-50,0.0,-0.12424360932153418,0.1297559584096827
55.0,345.0,7.015195922569915e-53,0.0,-0.12238541541647552,0.12990079640397917
55.0,355.0,8.525641831555492e-56,0.0,-0.12063094249357355,0.12993990939056418
55.0,365.0,9.799514332420829e-59,0.0,-0.1189798479805437,0.12989023785430862
55.0,375.0,1.0664131778842746e-61,0.0,-0.11742991959418565,0.1297666332150229
55.0,385.0,0.0,0.0,-0.11597765537568679,0.12958199348991511
65.0,5.0,0.0,0.0,-0.0909820046862529,0.07267106592690126
65.0,15.0,0.0,0.0,-0.12123066252437946,0.07270619275998588
65.0,25.0,0.0,0.0,-0.1229526428656783,0.07283502795877991
65.0,35.0,0.0,0.0,-0.12477242416467513,0.0730732469995722
65.0,45.0,0.0,0.0,-0.12669024987974592,0.0734384918214459
65.0,55.0,0.0,0.0,-0.12870442327518308,0.07395046920720674
65.0,65.0,0.0,0.0,-0.1308106117317676,0.07463096218401755
65.0,75.0,0.0,0.0,-0.13300095065699416,0.07550368820789127
65.0,85.0,9.640839470787003e-74,0.0,-0.13526291554983558,0.07659390815716788
65.0,95.0,4.097563019654127e-68,0.0,-0.13757795332396397,0.07792765713467448
65.0,105.0,6.771671162603339e-63,0.0,-0.13991991433279116,0.07953044072596674
65.0,115.0,3.6467564451708436e-58,0.0,-0.14225341748562495,0.08142523649913094
65.0,125.0,6.210599722572809e-54,0.0,-0.144532420686416,0.08362968845489453
65.0,135.0,1.0862100542754187e-50,0.0,-0.14669944887561098,0.08615251662407405
65.0,145.0,1.293415358040303e-39,0.0,-0.14868610800627804,0.08898941083322331
65.0,155.0,3.0064937536084952e-33,0.0,-0.15041558953682388,0.09211902313435648
65.0,165.0,2.5248054507962467e-27,0.0,-0.15180770720736372,0.09550002756674848
65.0,175.0,6.080747515139882e-23,0.0,-0.1527864845099815,0.0990703997613532
65.0,185.0,1.3234088204150976e-20,0.0,-0.15328944339513653,0.10274987005002235
65.0,195.0,1.1498055225520823e-18,0.0,-0.1532767992984537,0.10644581606690193
65.0,205.0,6.337427679124701e-18,0.0,-0.15273823321348243,0.11006183559871635
65.0,215.0,6.0599319895677245e-18,0.0,-0.15169523612993924,0.11350729931757343
65.0,225.0,2.7060043300095748e-18,0.0,-0.1501982432792369,0.11670580291553456
65.0,235.0,1.0414997028851239e-19,0.0,-0.148319381813595,0.1196008295194006
65.0,245.0,1.7146345795794897e-22,0.0,-0.14614287313229307,0.12215788426591152
65.0,255.0,4.3278940071010505e-25,0.0,-0.14375544717674799,0.12436339546819981
65.0,265.0,1.1104386064356876e-27,1.0,-0.14123858033537637,0.1262213683894729
65.0,275.0,2.506484244107953e-30,1.0,-0.13866341050015601,0.127748976620879
65.0,285.0,4.985588499838061e-33,1.0,-0.13608830269277314,0.12897208876358465
65.0,295.0,8.933986652513421e-36,1.0,-0.13355850505507114,0.12992136762470835
65.0,305.0,1.4715553041372585e-38,0.0,-0.13110716511854034,0.1306292255939727
65.0,315.0,2.2616544705009998e-41,0.0,-0.12875704925800094,0.131127664504941
65.0,325.0,3.2743691595441985e-44,0.0,-0.12652248474952416,0.13144688597436793
65.0,335.0,4.486760343755801e-47,0.0,-0.12441122742233825,0.13161450407517208
65.0,345.0,5.827248051738123e-50,0.0,-0.1224261032722944,0.13165519193099084
65.0,355.0,7.171986473957879e-53,0.0,-0.1205663697525208,0.1315906191899381
65.0,365.0,8.360755256393409e-56,0.0,-0.11882879904492402,0.13143957025431854
65.0,375.0,9.231903532866908e-59,0.0,-0.11720851352098083,0.13121816418111365
65.0,385.0,0.0,0.0,-0.11569961377449538,0.1309401225799223
75.0,5.0,0.0,0.0,-0.0909820046862529,0.07104568630310484
75.0,15.0,0.0,0.0,-0.12116947488524595,0.07098449866397137
75.0,25.0,0.0,0.0,-0.12298344606130884,0.07101530185960188
75.0,35.0,0.0,0.0,-0.12491227993144942,0.07115515762637614
75.0,45.0,0.0,0.0,-0.1269587132968543,0.07142362104348464
75.0,55.0,0.0,0.0,-0.12912380347869332,0.07184300124699475
75.0,65.0,0.0,0.0,-0.13140618451247404,0.07243857402770121
75.0,75.0,0.0,0.0,-0.133801051926184,0.07323867529689096
75.0,85.0,1.1434622551581418e-70,0.0,-0.1362987990811473,0.07427455882820272
75.0,95.0,4.995042542172996e-65,0.0,-0.13888323572006872,0.07557984122430753
75.0,105.0,7.606380355180838e-60,0.0,-0.1415293616423034,0.07718928853381972
75.0,115.0,3.75944829905015e-55,0.0,-0.14420077251586805,0.07913664356406289
75.0,125.0,5.474841767180671e-51,0.0,-0.1468469718609446,0.08145119473859133
75.0,135.0,8.705209719536628e-48,0.0,-0.1494011707622834,0.08415291662526382
75.0,145.0,6.621554245840514e-37,0.0,-0.1517795414548315,0.08724635007381729
75.0,155.0,1.8690661876516366e-30,0.0,-0.15388321486613915,0.09071397540313247
75.0,165.0,1.7136757264738822e-24,0.0,-0.15560430119906604,0.09451056939483486
75.0,175.0,3.274325189906815e-20,0.0,-0.15683652621007652,0.09856061109492988
75.0,185.0,6.754834010165627e-18,0.0,-0.157489557188641,0.10276072488843438
75.0,195.0,5.545177004008339e-16,0.0,-0.15750412250645027,0.10698804809643095
75.0,205.0,3.2674909674853603e-15,0.0,-0.15686363621699634,0.11111345109994492
75.0,215.0,3.1685252970812654e-15,0.0,-0.15559837757784217,0.11501659254784775
75.0,225.0,1.461570224358574e-15,0.0,-0.15378062765600453,0.11859897692461552
75.0,235.0,7.274433621232873e-17,0.0,-0.15151241780270222,0.12179201291372255
75.0,245.0,1.3756472740520592e-19,1.0,-0.14890989057813997,0.12455903035956958
75.0,255.0,3.4635894508700174e-22,2.0,-0.14608859991904188,0.12689218310186356
75.0,265.0,8.678890160112949e-25,1.0,-0.14315266866801252,0.12880627143449955
75.0,275.0,1.935743741318177e-27,1.0,-0.14018873327482337,0.13033159420916696
75.0,285.0,3.831019141772605e-30,1.0,-0.13726406933068958,0.13150736084708334
75.0,295.0,6.842556663783428e-33,1.0,-0.1344275907880053,0.13237644658001757
75.0,305.0,1.123191074318607e-35,0.0,-0.13171239528888798,0.13298167675036518
75.0,315.0,1.7213367361913004e-38,0.0,-0.12913884832843955,0.1333634758208038
75.0,325.0,2.4913955177861094e-41,0.0,-0.12671758545389866,0.13355857652517827
75.0,335.0,3.4272739844637867e-44,0.0,-0.12445212543953293,0.1335994745423729
75.0,345.0,4.489701150826964e-47,0.0,-0.12234099321265118,0.13351436448272974
75.0,355.0,5.596292045098927e-50,0.0,-0.1203793649902748,0.13332735972048376
75.0,365.0,6.626013436448797e-53,0.0,-0.11856029923409424,0.13305885990965385
75.0,375.0,7.442191947044682e-56,0.0,-0.1168756318577383,0.13272597824641144
75.0,385.0,0.0,0.0,-0.1153166107313679,0.13234297520328392
85.0,5.0,0.0,0.0,-0.0909820046862529,0.06934348046500166
85.0,15.0,0.0,0.0,-0.12099717850470461,0.06917118408446042
85.0,25.0,0.0,0.0,-0.12289920085609692,0.0690869388792485
85.0,35.0,0.0,0.0,-0.12493426185027103,0.06910892079807014
85.0,45.0,0.0,0.0,-0.12710812350465786,0.06925833100587356
85.0,55.0,0.0,0.0,-0.12942532944544757,0.06955985697262794
85.0,65.0,0.0,0.0,-0.1318884823411114,0.07004215480126523
85.0,75.0,0.0,0.0,-0.1344971890262115,0.07073829190129287
85.0,85.0,1.3163361565408512e-67,0.0,-0.1372465359770131,0.0716860287971586
85.0,95.0,5.8920867937151145e-62,0.0,-0.14012493229636352,0.07292772537345343
85.0,105.0,8.187663406545859e-57,0.0,-0.1431111637885666,0.0745095275197166
85.0,115.0,3.66935847249909e-52,0.0,-0.14617058515596917,0.07647934015981774
85.0,125.0,4.508509225687371e-48,0.0,-0.1492506077616706,0.07888297606054392
85.0,135.0,6.496982487613725e-45,0.0,-0.1522760990437058,0.08175790434196618
85.0,145.0,3.1393366281745174e-34,0.0,-0.15514603266852645,0.0851243955556611
85.0,155.0,1.0892016782795396e-27,0.0,-0.15773358320509953,0.08897476389462158
85.0,165.0,1.0775098931197577e-21,0.0,-0.15989238317655732,0.09326284587211274
85.0,175.0,1.5882132153609774e-17,0.0,-0.16147103714520536,0.09789735680724167
85.0,185.0,3.109715357234422e-15,0.0,-0.16233547059712863,0.10274327021572938
85.0,195.0,2.4761267570677315e-13,0.0,-0.16239457753517234,0.10763372524445139
85.0,205.0,1.534820326603274e-12,0.0,-0.1616210299308909,0.11239111895834593
85.0,215.0,1.501801793952964e-12,0.0,-0.1600590639994384,0.1168518053799423
85.0,225.0,7.088921490115409e-13,0.0,-0.15781578944472027,0.12088696716865782
85.0,235.0,4.596958342484537e-14,1.0,-0.15503955498161737,0.12441410434757318
85.0,245.0,1.0526123968355351e-16,3.0,-0.15189362536176132,0.12739783913119437
85.0,255.0,2.6955439530989257e-19,4.0,-0.14853335946873297,0.12984259868088532
85.0,265.0,6.530836738972307e-22,4.0,-0.14509145477265234,0.13178138478552542
85.0,275.0,1.4190243401645654e-24,2.0,-0.14167168323472223,0.13326433474542426
85.0,285.0,2.7694868970383743e-27,1.0,-0.13834900158579186,0.13434926700052655
85.0,295.0,4.910080527546349e-30,1.0,-0.1351732753079115,0.13509495152043274
85.0,305.0,8.013163687241938e-33,0.0,-0.13217436706826968,0.13555692329981442
85.0,315.0,1.2210502644233408e-35,0.0,-0.1293671913354945,0.1357852663068694
85.0,325.0,1.7599842777065586e-38,0.0,-0.12675606449075477,0.13582374534372554
85.0,335.0,2.421006215046094e-41,0.0,-0.12433814911277712,0.13570976901696977
85.0,345.0,3.1897626237576393e-44,0.0,-0.12210603548915454,0.1354748112934731
85.0,355.0,4.0223271073836368e-47,0.0,-0.1200496011869389,0.13514504749013717
